#NAME?,"Sorry, the query is too large to fit into the Excel cell. You will not be able to update your table with the .Stat Populator.",,,,,,,,,,
Country,Time,Sector,Total energy,Oil products,Heavy fuel oil,Light fuel oil,Automotive diesel,Unleaded gasoline,Natural gas,Coal,Electricity
,Q3-2007,Real index for industry and households,87.93656532,100.1841293,,,,,80.16121396,65.02031232,73.53414984
,,Real index for industry,87.96272922,98.18174529,93.53287591,96.79731323,98.3213152,,84.05780124,63.07714292,64.51782108
,,Real index for households,87.90931499,103.7558779,,100.1713393,104.7420062,104.8589274,78.08820667,103.8689514,78.88726694
,,Nominal index for industry and households,82.66991232,94.93226214,,,,,74.61622645,62.83355704,68.27303846
,,Nominal index for industry,85.42965592,95.35439376,90.83939843,94.00982935,95.48994446,,81.63717863,61.26070285,62.65989362
,,Nominal index for households,79.79528521,94.17921037,,90.92552468,95.07431902,95.18044842,70.88066519,94.2818472,71.6059722
,Q4-2007,Real index for industry and households,90.01719901,105.0768779,,,,,79.32108101,65.31891082,72.77090244
,,Real index for industry,91.34072847,103.9927554,104.3020282,109.497795,103.6736825,,83.03197635,63.41707813,63.73045827
,,Real index for households,88.63871108,107.0106794,,112.5322248,110.8342061,105.3115659,77.34686293,103.3411295,78.13833719
,,Nominal index for industry and households,85.60488637,100.7439209,,,,,74.61622645,63.89266576,68.27303846
,,Nominal index for industry,89.80635767,102.2458518,102.5499293,107.658416,101.9321388,,81.63717863,62.35177775,62.65989362
,,Nominal index for households,81.22851484,98.06458658,,103.1245308,101.5684665,96.50751896,70.88066519,94.70181107,71.6059722
,Q1-2008,Real index for industry and households,91.55093535,108.5892793,,,,,81.3359999,61.7900071,73.34337094
,,Real index for industry,95.6532357,106.8664168,104.5006356,114.8807927,106.514669,,89.33411122,59.65263035,72.31790785
,,Real index for households,87.52974759,111.7011313,,120.6163839,115.0386476,108.1764145,77.28869744,103.4787209,73.89123567
,,Nominal index for industry and households,88.13418877,105.5095441,,,,,77.37154124,61.39456907,69.62293234
,,Nominal index for industry,95.64367133,106.8557313,104.4901866,114.8693057,106.5040186,,89.3251787,59.64666568,72.31067678
,,Nominal index for households,80.77245108,103.077804,,111.3047991,106.157664,99.82519532,71.32201,95.49016365,68.18683227
,Q2-2008,Real index for industry and households,95.20404762,117.5357858,,,,,79.87638901,65.53334408,72.04842759
,,Real index for industry,100.9347543,116.2880923,114.720649,133.4720289,115.4968268,,87.09575043,63.61742987,70.50590606
,,Real index for households,89.58665115,119.7893825,,137.9878274,126.1304978,112.594481,76.22315913,102.9025159,72.87253636
,,Nominal index for industry and households,93.57450703,116.7070917,,,,,77.37154124,66.75953522,69.62293234
,,Nominal index for industry,103.5184256,119.2647698,117.657204,136.8885712,118.4532499,,89.3251787,65.24587323,72.31067678
,,Nominal index for households,83.82622948,112.0869252,,129.1152101,118.0203068,105.3546559,71.32201,96.2858841,68.18683227
,Q3-2008,Real index for industry and households,96.93925245,117.1324154,,,,,89.40369246,94.94488247,71.72508181
,,Real index for industry,101.0260583,115.146331,130.5227056,131.2828014,114.2251152,,97.37577654,94.48548522,65.64408938
,,Real index for households,92.93325278,120.7197015,,139.7373125,125.7438428,113.2009361,85.36956063,103.9052497,74.97391766
,,Nominal index for industry and households,95.75257706,117.0395156,,,,,86.99591332,97.79002205,69.46075718
,,Nominal index for industry,104.58182,119.1990766,135.1166454,135.9034939,118.2454372,,100.8030611,97.81104174,67.95453028
,,Nominal index for households,87.09704451,113.1385042,,130.9618093,117.8471295,106.0919173,80.00835222,97.38000003,70.26555563
,Q4-2008,Real index for industry and households,88.81900899,98.25452768,,,,,90.9360707,120.7988937,72.84235801
,,Real index for industry,92.09689821,98.19764499,79.96212366,96.56631077,98.46719038,,101.0860739,122.1665479,68.14531809
,,Real index for households,85.60593171,98.35726977,,106.5640532,104.9277805,95.11265199,85.79984152,94.12332449,75.35180229
,,Nominal index for industry and households,85.77362505,95.71184924,,,,,86.99591332,120.1638518,69.46075718
,,Nominal index for industry,91.83905268,97.92271908,79.7382521,96.29595213,98.19150981,,100.8030611,121.8245157,67.95453028
,,Nominal index for households,79.82753132,91.71815406,,99.37097961,97.84515528,88.69254798,80.00835222,87.77000008,70.26555563
,Q1-2009,Real index for industry and households,84.12205179,87.47059005,,,,,87.46591345,113.9855247,76.42214023
,,Real index for industry,88.17372873,87.46127741,69.86858994,80.69204635,87.91529409,,102.9505323,115.7388165,81.39776626
,,Real index for households,80.36222866,87.4878341,,84.32696364,89.88955654,88.76354294,81.56507835,86.5819513,74.05745588
,,Nominal index for industry and households,79.13472487,82.58849569,,,,,81.9031932,108.4583406,71.59525107
,,Nominal index for industry,83.99471189,83.31602739,66.55714992,76.86762579,83.74852583,,98.071165,110.2533451,77.53989793
,,Nominal index for households,74.62436554,81.24120275,,78.30601844,83.4714422,82.42582597,75.74133175,80.39999997,68.76975353
,Q2-2009,Real index for industry and households,85.31830963,90.48804391,,,,,87.25407869,91.66854036,76.25017851
,,Real index for industry,89.41775173,89.79247835,89.74013819,82.02518455,90.11958423,,103.35192,92.04274152,81.7151232
,,Real index for households,81.51416199,91.77601097,,82.44205449,91.25330927,95.54314124,81.11955848,85.81985661,73.6529437
,,Nominal index for industry and households,80.31632836,85.37520854,,,,,81.9031932,86.90631941,71.59525107
,,Nominal index for industry,84.8489615,85.2045415,85.15487565,77.83411672,85.51493394,,98.071165,87.33982772,77.53989793
,,Nominal index for households,76.10977305,85.69126145,,76.97614628,85.20321486,89.20863097,75.74133175,80.13000012,68.76975353
,Q3-2009,Real index for industry and households,87.21976992,93.89271478,,,,,86.92302782,83.82638967,77.32226841
,,Real index for industry,88.41278413,92.97207487,104.9060662,86.95265975,93.11028145,,87.91220923,83.58826538,75.05434232
,,Real index for households,86.11269191,95.59744822,,87.97091606,94.64252642,98.67547201,86.54607334,87.54822112,78.40010853
,,Nominal index for industry and households,82.18956264,88.74986616,,,,,81.57035787,79.69625917,72.60936304
,,Nominal index for industry,84.16055444,88.50056522,99.86058892,82.77065501,88.63212473,,83.68405478,79.56807184,71.44458943
,,Nominal index for households,80.36036409,89.21153868,,82.09445887,88.32040565,92.08395048,80.76479564,81.69999995,73.16298128
,Q4-2009,Real index for industry and households,87.80521265,95.44113077,,,,,86.7600917,71.96270337,77.18674515
,,Real index for industry,89.44308334,94.82709804,109.0434977,91.80389639,94.81734384,,87.97689813,70.88530409,75.10956995
,,Real index for households,86.28532245,96.57812485,,91.89160595,96.0348339,98.46957648,86.29639453,88.80222267,78.17393021
,,Nominal index for industry and households,82.83589152,90.26573376,,,,,81.57035787,68.36945867,72.60936304
,,Nominal index for industry,85.07869731,90.19999837,103.722707,87.32431421,90.19072012,,83.68405478,67.42644714,71.44458943
,,Nominal index for households,80.75443328,90.38746705,,86.00135401,89.87900104,92.15767662,80.76479564,83.1100002,73.16298128
,Q1-2010,Real index for industry and households,89.93390547,99.86315624,,,,,81.0291152,76.55073421,80.90941121
,,Real index for industry,94.46098784,98.73498189,108.7844757,102.8510938,98.4793087,,92.57904916,75.48057544,84.17606184
,,Real index for households,85.58112126,102.1790537,,100.4536814,100.3099266,102.8827968,75.90260823,91.60378371,79.40358973
,,Nominal index for industry and households,85.55920768,95.3092392,,,,,76.81851167,73.45732875,76.66705829
,,Nominal index for industry,90.79626799,94.90444764,104.5640601,98.86087037,94.65869359,,88.98734122,72.55222195,80.91035721
,,Nominal index for households,80.52327699,96.14027166,,94.51686885,94.38160996,96.80242353,71.41676409,86.19000009,74.71083757
,Q2-2010,Real index for industry and households,92.21879676,105.089151,,,,,80.31580992,93.33587516,80.19968215
,,Real index for industry,98.19938316,104.3862359,116.7627375,109.8269636,104.0559197,,91.68253833,93.25398379,83.3609233
,,Real index for households,86.46847017,106.5320836,,107.291797,106.1367835,106.2222124,75.27061982,94.48777415,78.74245107
,,Nominal index for industry and households,88.547031,101.2389934,,,,,76.81851167,90.45534272,76.66705829
,,Nominal index for industry,95.31260997,101.3175874,113.3302562,106.5983737,100.9969815,,88.98734122,90.51259081,80.91035721
,,Nominal index for households,82.0412845,101.0776409,,101.798457,100.7025802,100.7836352,71.41676409,89.65000012,74.71083757
,Q3-2010,Real index for industry and households,92.89716592,102.7113375,,,,,87.23807056,108.1691888,81.61036367
,,Real index for industry,96.16162612,102.1645638,114.077704,105.5621104,101.9230668,,94.77678703,109.152084,77.89477987
,,Real index for households,89.7583914,103.8337455,,104.5151401,104.443655,103.555819,83.89196636,94.34360488,83.32312899
,,Nominal index for industry and households,89.30239129,99.184324,,,,,83.45379806,105.252983,77.997571
,,Nominal index for industry,93.71936504,99.56984331,111.1804201,102.8811009,99.33447977,,92.36969735,106.3798983,75.9164503
,,Nominal index for households,85.05505169,98.39285724,,99.03854674,98.97080751,98.12949407,79.49602732,89.39999998,78.95699703
,Q4-2010,Real index for industry and households,93.93857232,105.4975361,,,,,86.65774816,107.0470436,81.08963344
,,Real index for industry,97.39055109,104.5876661,111.3057285,113.5413176,104.1589804,,93.62413532,107.7647581,76.94744293
,,Real index for households,90.61949891,107.3653021,,111.2322351,107.6782853,105.7880615,83.56567573,96.95154004,82.99905081
,,Nominal index for industry and households,91.0492777,102.8424981,,,,,83.45379806,105.3856783,77.997571
,,Nominal index for industry,96.0856482,103.1863315,109.8143809,112.0200161,102.7633896,,92.36969735,106.3208547,75.9164503
,,Nominal index for households,86.20632931,102.1366119,,105.8152253,102.4343528,100.6361829,79.49602732,92.23000004,78.95699703
,Q1-2011,Real index for industry and households,100.3756643,114.9323571,,,,,87.37374384,101.4933299,84.95556128
,,Real index for industry,105.5010692,113.9597424,128.3108193,127.5538564,113.1766587,,96.44700597,101.4764775,85.19248187
,,Real index for households,94.70872875,117.1599835,,127.4196445,118.9712268,113.6912828,83.00116179,103.2887869,84.82602958
,,Nominal index for industry and households,99.02635662,114.2150363,,,,,85.32102516,102.4479772,82.93942471
,,Nominal index for industry,106.5454253,115.0878311,129.5809694,128.8165133,114.2969955,,97.40173585,102.4809941,86.0358031
,,Nominal index for households,90.7120204,112.2158322,,122.0425355,113.950641,108.8935107,79.49851277,98.93000014,81.24637114
,Q2-2011,Real index for industry and households,100.2253875,115.6247875,,,,,86.26253246,106.315167,83.87699505
,,Real index for industry,105.226198,114.1086838,137.9430893,126.4173017,113.3029753,,94.91520611,106.3355754,83.83942968
,,Real index for households,94.69621041,119.0971931,,127.9587997,119.6360914,116.1011622,82.0926402,104.1408511,83.89753318
,,Nominal index for industry and households,100.2521547,116.5618619,,,,,85.32102516,109.044383,82.93942471
,,Nominal index for industry,107.9828488,117.0980324,141.5568369,129.7291038,116.2712164,,97.40173585,109.121289,86.0358031
,,Nominal index for households,91.70381016,115.3337218,,123.9153017,115.8555909,112.4323655,79.49851277,100.8500002,81.24637114
,Q3-2011,Real index for industry and households,101.3677696,114.2289204,,,,,93.99260413,120.4862418,85.37695915
,,Real index for industry,104.1787956,112.5613508,137.9449925,125.3680576,111.7178232,,95.62152423,120.6436178,82.34834881
,,Real index for households,98.25974129,118.0482357,,127.6852222,118.445449,114.7900557,93.20759575,103.7193925,87.03279257
,,Nominal index for industry and households,101.489187,115.3962806,,,,,92.89415798,123.9927949,84.43225343
,,Nominal index for industry,107.2621796,115.8928336,142.027756,129.078581,115.0243401,,98.45163833,124.2143118,84.78561621
,,Nominal index for households,95.10560359,114.2588873,,123.5865265,114.6433501,111.1052949,90.21563193,100.39,84.23903993
,Q4-2011,Real index for industry and households,102.2753427,116.4997383,,,,,93.49732129,121.2827916,84.93099401
,,Real index for industry,106.3265905,115.896131,140.205502,132.2249445,114.8924535,,95.40841424,121.4351666,82.16482052
,,Real index for households,97.79605537,117.8822092,,133.1317458,121.2862843,112.7264757,92.5763283,105.0487431,86.44334523
,,Nominal index for industry and households,102.8721957,118.1594718,,,,,92.89415798,125.0952798,84.43225343
,,Nominal index for industry,109.7180696,119.5928479,144.6776103,136.4424985,118.5571563,,98.45163833,125.3085611,84.78561621
,,Nominal index for households,95.30225596,114.8762128,,129.7368863,118.193484,109.8519505,90.21563193,102.3700001,84.23903993
,Q1-2012,Real index for industry and households,104.0433688,121.6808397,,,,,93.56032665,114.0606479,84.35659788
,,Real index for industry,110.3375951,119.9041495,159.6312137,143.0865422,118.5627352,,102.3901886,114.1178964,85.96576478
,,Real index for households,97.4392582,125.8470948,,142.581766,125.7302293,119.3912105,89.78100237,108.4387756,83.53669029
,,Nominal index for industry and households,105.5162357,124.5341378,,,,,93.61973311,118.8846205,84.49467266
,,Nominal index for industry,115.0706046,125.0475232,166.478708,149.224341,123.6485679,,106.7822885,119.0130647,89.65332733
,,Nominal index for households,95.49047303,123.3301529,,139.7301307,123.2156247,117.0033862,87.98538232,106.2700001,81.86595648
,Q2-2012,Real index for industry and households,102.5260675,119.2298375,,,,,93.08448569,101.2462006,83.93910377
,,Real index for industry,108.4813409,117.3999141,154.4335049,136.7909858,116.2495738,,102.458953,101.1900271,86.02349867
,,Real index for households,96.27759746,123.520922,,135.8956704,122.2829956,118.7470043,89.07206147,106.7625027,82.87705657
,,Nominal index for industry and households,104.2970469,122.2521377,,,,,93.61973311,105.4598211,84.49467266
,,Nominal index for industry,113.0587957,122.353695,160.9499471,142.5629882,121.1548153,,106.7822885,105.4598193,89.65332733
,,Nominal index for households,95.10301077,122.0139668,,134.2377432,120.791143,117.2982908,87.98538232,105.4600002,81.86595648
,Q3-2012,Real index for industry and households,104.6540103,119.1258009,,,,,98.475146,101.1223678,87.68811812
,,Real index for industry,107.7761187,117.3465522,157.2089596,139.318436,116.058738,,103.1838315,101.0608537,82.82275497
,,Real index for households,101.3781907,123.2980555,,137.3627569,122.6452978,117.8721894,96.45975214,107.1631207,90.16713267
,,Nominal index for industry and households,106.5824598,122.4797924,,,,,99.0383466,105.7698204,88.21416326
,,Nominal index for industry,112.7979837,122.8143547,164.5341646,145.810026,121.4665344,,107.9917173,105.7698185,86.68190944
,,Nominal index for households,100.0602742,121.6951808,,135.5770411,121.0509089,116.339851,95.20577536,105.7700001,88.99495994
,Q4-2012,Real index for industry and households,103.1366096,116.178199,,,,,98.26409039,100.9002339,87.50055639
,,Real index for industry,106.0420429,114.7826409,143.3043316,138.4550407,113.5025079,,103.026344,100.8398254,82.6963442
,,Real index for households,100.0881327,119.4507173,,137.2252075,119.8098227,112.5936926,96.2257685,106.8324239,89.94841312
,,Nominal index for industry and households,105.2359405,119.6778541,,,,,99.0383466,105.6998208,88.21416326
,,Nominal index for industry,111.1527583,120.314611,150.2109097,145.1279064,118.9727817,,107.9917173,105.6998189,86.68190944
,,Nominal index for households,99.02719848,118.1845397,,135.7706203,118.5398386,111.4001995,95.20577536,105.7000002,88.99495994
,Q1-2013,Real index for industry and households,104.9392883,118.4976195,,,,,97.83871998,102.9989341,90.35615206
,,Real index for industry,109.5328278,116.2106156,145.8095002,139.6372339,115.0234896,,106.7058922,102.9319749,92.06813427
,,Real index for households,100.2501392,123.9379406,,138.6478819,121.6122662,117.9886248,93.98316922,109.188207,89.5359537
,,Nominal index for industry and households,107.2628816,122.2849709,,,,,98.84637156,108.139814,91.28402956
,,Nominal index for industry,115.0746347,122.0902847,153.1867232,146.7021714,120.8430962,,112.1046705,108.139812,96.72631604
,,Nominal index for households,99.28773788,122.7481364,,137.3168622,120.4447885,116.855934,93.08093079,108.1400002,88.67640855
,Q2-2013,Real index for industry and households,102.8096091,114.089062,,,,,97.7506638,101.4997974,90.27427106
,,Real index for industry,107.1707396,112.2570216,140.599483,131.3231271,111.2646006,,107.5658457,101.4490928,92.81012057
,,Real index for households,98.3577065,118.4471164,,129.3721378,116.0950337,114.0285805,93.4829073,106.1866024,89.05936381
,,Nominal index for industry and households,104.8850271,117.2731637,,,,,98.84637156,105.7298184,91.28402956
,,Nominal index for industry,111.6928926,116.9937942,146.5321879,136.8644089,115.9594973,,112.1046705,105.7298165,96.72631604
,,Nominal index for households,97.93476836,117.9377938,,128.8158377,115.595825,113.5382576,93.08093079,105.73,88.67640855
,Q3-2013,Real index for industry and households,103.9176459,114.6842633,,,,,100.9518303,101.9387992,91.10172063
,,Real index for industry,105.9156321,113.1473225,141.1654307,129.5785893,112.269867,,100.9959159,101.8856089,87.57157916
,,Real index for households,101.8780738,118.3403355,,129.3540972,117.328771,113.8859093,100.9326613,106.855365,92.792986
,,Nominal index for industry and households,106.1333985,118.1310507,,,,,102.06574,106.4598173,92.14304985
,,Nominal index for industry,110.6707685,118.2271293,147.5031248,135.3960862,117.31028,,105.5301791,106.4598153,91.50314991
,,Nominal index for households,101.501125,117.9024763,,128.8754871,116.8946545,113.4645315,100.5592105,106.4600001,92.44965196
,Q4-2013,Real index for industry and households,103.0906687,112.6746994,,,,,101.1864849,102.1563126,91.31820667
,,Real index for industry,105.151987,111.6671414,137.0227852,127.6695722,110.8245111,,101.6770059,102.1102254,88.16213894
,,Real index for households,100.9864462,115.0714766,,127.4079048,115.1153229,110.0821088,100.9732006,106.416307,92.83025601
,,Nominal index for industry and households,104.8989453,115.5144088,,,,,102.06574,105.979818,92.14304985
,,Nominal index for industry,109.1368488,115.8989029,142.2154295,132.5077652,115.0243401,,105.5301791,105.979816,91.50314991
,,Nominal index for households,100.5724018,114.5996835,,126.8855324,114.6433501,109.6307721,100.5592105,105.9800002,92.44965196
,Q1-2014,Real index for industry and households,104.0811634,112.3460166,,,,,99.56917116,102.821446,94.32317145
,,Real index for industry,106.8644679,111.2939332,139.5199095,125.7570484,110.6052065,,103.7161912,102.7892178,95.61876166
,,Real index for households,100.8771524,114.9643206,,126.4529684,114.9191561,111.1508786,97.27799381,106.766239,93.64012374
,,Nominal index for industry and households,106.0388202,115.1406635,,,,,100.7550265,106.5098169,95.37093847
,,Nominal index for industry,110.7325748,115.3223707,144.5700252,130.3089983,114.6087146,,107.4703419,106.5098154,99.07981473
,,Nominal index for households,100.6350472,114.6884063,,126.1494813,114.6433501,110.8841165,97.04452662,106.51,93.41538744
,Q2-2014,Real index for industry and households,103.4625741,111.3858281,,,,,99.29401996,101.8812733,94.05392606
,,Real index for industry,105.9962254,110.0035046,142.3229831,124.3220799,109.3016093,,103.7161912,101.8531032,95.61876166
,,Real index for households,100.5459522,114.8259958,,123.3783169,113.0318682,111.9872126,96.85082497,105.3293413,93.22892958
,,Nominal index for industry and households,105.6094155,114.292036,,,,,100.7550265,105.5398184,95.37093847
,,Nominal index for industry,109.8329051,113.9852333,147.4745599,128.8220892,113.257932,,107.4703419,105.5398169,99.07981473
,,Nominal index for households,100.7470441,115.0556478,,123.6250736,113.257932,112.2111871,97.04452662,105.54,93.41538744
,Q3-2014,Real index for industry and households,103.7719906,110.7551811,,,,,103.6382915,101.2749285,94.06746658
,,Real index for industry,103.8682847,109.4444356,137.264858,122.6826288,108.8049428,,96.47157686,101.2463044,90.96083004
,,Real index for households,103.6611412,114.0172137,,122.6682092,112.6180261,111.1456774,107.5978128,104.7785666,95.70531546
,,Nominal index for industry and households,105.7428812,113.5128713,,,,,104.8672563,104.8098195,95.19142469
,,Nominal index for industry,107.5240828,113.2964945,142.0960979,127.0006255,112.6344938,,99.86703682,104.809818,94.16233111
,,Nominal index for households,103.6922395,114.0514189,,122.7050097,112.6518115,111.1790211,107.6300922,104.8100002,95.73402705
,Q4-2014,Real index for industry and households,101.1472688,104.75171,,,,,104.3843565,101.4903188,94.74860874
,,Real index for industry,100.9253346,104.1539011,117.2781316,110.5804537,103.8452033,,98.23647441,101.4754963,92.62491132
,,Real index for households,101.4027491,106.2394681,,112.4637675,105.6995229,104.1734282,107.7809855,103.3046265,95.86824259
,,Nominal index for industry and households,101.9777592,105.9423143,,,,,104.8672563,103.1598225,95.19142469
,,Nominal index for industry,102.6005276,105.8826829,119.2247539,112.4159057,105.5688613,,99.86703682,103.1598211,94.16233111
,,Nominal index for households,101.2607853,106.0907328,,112.3063182,105.5515436,104.0275854,107.6300922,103.16,95.73402705
,Q1-2015,Real index for industry and households,100.5380385,100.5220858,,,,,99.76798729,100.6340064,100.8768946
,,Real index for industry,101.4204037,100.8720856,104.1372573,102.7201045,100.7750666,,103.0610963,100.629084,102.4323421
,,Real index for households,99.55448902,99.64594538,,102.7583084,101.3826559,98.62516013,98.10695726,101.2359326,100.0980499
,,Nominal index for industry and households,100.3762716,100.4720782,,,,,99.49654719,100.7498283,100.5978082
,,Nominal index for industry,101.542096,100.99312,104.2622095,102.8433563,100.8959845,,103.1847572,100.7498268,102.5552486
,,Nominal index for households,99.07662747,99.16764485,,102.2650686,100.8960192,98.15175936,97.63604386,100.7500001,99.61757922
,Q2-2015,Real index for industry and households,102.2076681,104.9024834,,,,,98.80097604,101.1228353,99.90095799
,,Real index for industry,103.5489703,104.6059034,114.6326129,107.9527717,104.4101162,,101.9009338,101.1158917,101.2792576
,,Real index for households,100.7125534,105.6449003,,107.1649558,105.2938819,105.1463563,97.23737064,101.9719153,99.21081488
,,Nominal index for industry and households,103.0906915,105.96783,,,,,99.49654719,102.389826,100.5978082
,,Nominal index for industry,104.8535569,105.923806,116.0768394,109.3128406,105.7255521,,103.1847572,102.3898246,102.5552486
,,Nominal index for households,101.1254748,106.0780444,,107.6043321,105.7255868,105.5774563,97.63604386,102.3900002,99.61757922
,Q3-2015,Real index for industry and households,99.2452781,98.78349671,,,,,100.6335392,99.43880692,99.3068609
,,Real index for industry,97.83531884,98.27859518,96.2911431,98.51996342,98.27770777,,95.8442202,99.43977238,97.21814316
,,Real index for households,100.816923,100.0473965,,97.61797118,98.15990509,100.8441935,103.0492512,99.32074728,100.3527251
,,Nominal index for industry and households,99.29248667,98.80785059,,,,,100.7055114,99.42983079,99.37710181
,,Nominal index for industry,97.82553629,98.2687683,96.28151495,98.51011241,98.26788099,,95.83463674,99.4298294,97.20842232
,,Nominal index for households,100.9278216,100.1574487,,97.72535095,98.26788099,100.9551222,103.1626054,99.43000011,100.4631131
,Q4-2015,Real index for industry and households,97.81982193,95.33366074,,,,,101.18269,98.78230057,99.85776753
,,Real index for industry,96.58943767,95.78468127,84.54653451,90.58361982,96.06773254,,97.17552489,98.7930405,98.56853205
,,Real index for households,99.19129923,94.20463907,,91.75238832,94.78007706,95.00892229,103.2038869,97.46898784,100.5033144
,,Nominal index for industry and households,97.0984245,94.37849026,,,,,100.7055114,97.42983422,99.37710181
,,Nominal index for industry,95.25663671,94.46298483,83.379909,89.33369086,94.74213039,,95.83463674,97.42983287,97.20842232
,,Nominal index for households,99.15162271,94.16695721,,91.71568736,94.74216503,94.97091872,103.1626054,97.43000024,100.4631131
,Q1-2016,Real index for industry and households,94.17050547,90.82691301,,,,,90.96510731,97.82529487,99.94825118
,,Real index for industry,92.55794984,91.12533457,74.67380536,80.40248614,91.66468371,,90.15380601,97.8453387,97.34461685
,,Real index for households,95.91464306,90.08139136,,80.20069775,89.39823742,92.99409925,91.35571518,95.42621643,101.2255811
,,Nominal index for industry and households,92.49773159,88.75390664,,,,,89.77134477,94.92984049,98.64032469
,,Nominal index for industry,89.79999873,88.41007112,72.44874846,78.00673163,88.93334927,,87.46749122,94.92983916,94.44403732
,,Nominal index for households,95.41588692,89.61296812,,79.78365412,88.93336658,92.51052994,90.88066546,94.9300001,100.6992081
,Q2-2016,Real index for industry and households,96.8099334,97.24565888,,,,,90.12468946,99.35624726,99.0248279
,,Real index for industry,96.79691629,97.93074371,89.51485481,90.84296831,98.27757137,,89.32527108,99.37666297,96.44999666
,,Real index for households,96.82401268,95.53416863,,89.06898776,95.8406211,97.44002505,90.5095762,96.9126582,100.2880272
,,Nominal index for industry and households,95.95453567,95.90309785,,,,,89.77134477,97.30983643,98.64032469
,,Nominal index for industry,94.78374175,95.89398791,87.65313201,88.9536235,96.23360228,,87.46749122,97.30983506,94.44403732
,,Nominal index for households,97.22099113,95.92585872,,89.43417061,96.23356764,97.83952916,90.88066546,97.3100001,100.6992081
,Q3-2016,Real index for industry and households,96.90414594,96.5802082,,,,,92.76268478,99.18562175,99.05687914
,,Real index for industry,95.75037094,97.79097718,99.60483065,91.05756825,98.08184059,,87.311542,99.20445061,93.09800684
,,Real index for households,98.15206713,93.55544514,,89.04296676,95.83487411,94.8856687,95.38718355,96.93196544,101.980272
,,Nominal index for industry and households,96.13775858,95.35080685,,,,,92.47165885,97.30983643,98.73827088
,,Nominal index for industry,93.92172172,95.92335628,97.70256861,89.3185426,96.20866475,,85.64405829,97.30983506,91.32001271
,,Nominal index for households,98.53486019,93.92031138,,89.39023433,96.20863012,95.25572281,95.75919357,97.3100001,102.3779951
,Q4-2016,Real index for industry and households,98.45715259,100.1187895,,,,,92.46838542,100.4016129,98.73985579
,,Real index for industry,97.73656496,101.1583245,108.0989226,100.9888199,101.138497,,86.54402617,100.4140333,92.27962484
,,Real index for households,99.23653902,97.5218061,,97.382686,99.62847084,97.56281701,95.32071827,98.91499108,101.9092127
,,Nominal index for industry and households,98.1482754,99.49583653,,,,,92.47165885,99.36983316,98.73827088
,,Nominal index for industry,96.72020632,100.1063831,106.9748063,99.93864121,100.0867618,,85.64405829,99.36983177,91.32001271
,,Nominal index for households,99.6930271,97.97040641,,97.83064636,100.0867618,98.01160597,95.75919357,99.37000004,102.3779951
,Q1-2017,Real index for industry and households,101.5029471,107.3998322,,,,,88.74883966,104.3402806,98.73854263
,,Real index for industry,103.8983042,108.7597228,125.7487154,108.6737032,108.7158298,,89.10196901,104.3446241,95.71933993
,,Real index for households,98.91970761,104.1022318,,108.3490996,108.0896998,102.9018524,88.58074783,103.7437936,100.227147
,,Nominal index for industry and households,101.9008956,107.7050816,,,,,89.20341502,104.4698264,99.24626253
,,Nominal index for industry,104.0229697,108.8902214,125.8995987,108.8040986,108.8462757,,89.20888069,104.4698251,95.83419165
,,Nominal index for households,99.61214556,104.8309474,,109.1075433,108.8463277,103.6221653,89.20081307,104.4700001,100.9287371
,Q2-2017,Real index for industry and households,99.24321428,103.171416,,,,,88.40198978,102.3888386,98.35040883
,,Real index for industry,101.1214062,104.6055117,118.0428956,100.4320639,104.7563893,,89.1286729,102.3976794,95.74802705
,,Real index for households,97.21770435,99.69387575,,99.27459373,103.5050431,99.81238604,88.05608398,101.1747285,99.63350153
,,Nominal index for industry and households,99.89856746,103.6165536,,,,,89.20341502,102.4898293,99.24626253
,,Nominal index for industry,101.2124063,104.6996472,118.1491236,100.5224437,104.8506606,,89.20888069,102.4898281,95.83419165
,,Nominal index for households,98.4815345,100.9898961,,100.5651635,104.8506086,101.1099471,89.20081307,102.49,100.9287371
,Q3-2017,Real index for industry and households,99.56303958,101.398901,,,,,94.17884155,100.9306272,99.28185843
,,Real index for industry,99.20910865,103.0577287,114.4027767,98.96781978,103.2107145,,88.00557302,100.9392735,92.40918293
,,Real index for households,99.94473146,97.37640784,,96.7198687,101.987574,97.56197898,97.1173568,99.74323547,102.6704004
,,Nominal index for industry and households,100.1997641,101.801012,,,,,95.02469108,100.9998322,100.1663604
,,Nominal index for industry,99.26862816,103.1195572,114.4714115,99.02719454,103.2726347,,88.05837109,100.999831,92.46462289
,,Nominal index for households,101.2040351,98.60335058,,97.93853904,103.2726174,98.79125991,98.3410355,101.0000002,103.9640474
,Q4-2017,Real index for industry and households,101.7125458,106.2981215,,,,,93.70567422,103.25394,98.77973034
,,Real index for industry,102.3657342,108.1534561,122.440539,108.4658761,108.0991498,,87.22113195,103.2586416,91.5854901
,,Real index for households,101.0081237,101.7991185,,106.3753712,107.4181423,100.5056383,96.79235777,102.6082679,102.3268183
,,Nominal index for industry and households,102.9999814,107.5088578,,,,,95.02469108,104.2498267,100.1663604
,,Nominal index for industry,103.348347,109.1916255,123.6158506,109.5070443,109.1367979,,88.05837109,104.2498255,92.46462289
,,Nominal index for households,102.6242537,103.4279044,,108.0773772,109.1368326,102.1137285,98.3410355,104.2500002,103.9640474
